nan;X;Y;X;Y;Puestos equivalentes;nan;100.0
Calle 2035;34;40;35;40;26;nan;nan
Calle 2036;35;40;36;40;26;nan;nan
Calle 2037;36;40;37;40;26;nan;nan
Calle 2038;37;40;38;40;26;nan;nan
Calle 2039;38;40;39;40;26;nan;nan
Calle 2040;39;40;40;40;26;nan;nan
Calle 2041;40;40;41;40;26;nan;nan
Calle 2042;41;40;42;40;26;nan;nan
Calle 2043;42;40;43;40;26;nan;nan
Calle 2044;43;40;44;40;26;nan;nan
Calle 2045;44;40;45;40;26;nan;nan
Calle 2046;45;40;46;40;26;nan;nan
Calle 2047;46;40;47;40;26;nan;nan
Calle 2048;47;40;48;40;26;nan;nan
Calle 2049;48;40;49;40;26;nan;nan
Calle 2050;49;40;50;40;26;nan;nan
Calle 2051;0;41;1;41;26;nan;nan
Calle 2052;1;41;2;41;26;nan;nan
Calle 2053;2;41;3;41;26;nan;nan
Calle 2054;3;41;4;41;26;nan;nan
Calle 2055;4;41;5;41;26;nan;nan
Calle 2056;5;41;6;41;26;nan;nan
Calle 2057;6;41;7;41;26;nan;nan
Calle 2058;7;41;8;41;26;nan;nan
Calle 2059;8;41;9;41;26;nan;nan
Calle 2060;9;41;10;41;26;nan;nan
Calle 2061;10;41;11;41;26;nan;nan
Calle 2062;11;41;12;41;26;nan;nan
Calle 2063;12;41;13;41;26;nan;nan
Calle 2064;13;41;14;41;26;nan;nan
Calle 2065;14;41;15;41;26;nan;nan
Calle 2066;15;41;16;41;26;nan;nan
Calle 2067;16;41;17;41;26;nan;nan
Calle 2068;17;41;18;41;26;nan;nan
Calle 2069;18;41;19;41;26;nan;nan
Calle 2070;19;41;20;41;26;nan;nan
Calle 2071;20;41;21;41;26;nan;nan
Calle 2072;21;41;22;41;26;nan;nan
Calle 2073;22;41;23;41;26;nan;nan
Calle 2074;23;41;24;41;26;nan;nan
Calle 2075;24;41;25;41;26;nan;nan
Calle 2076;25;41;26;41;26;nan;nan
Calle 2077;26;41;27;41;26;nan;nan
Calle 2078;27;41;28;41;26;nan;nan
Calle 2079;28;41;29;41;26;nan;nan
Calle 2080;29;41;30;41;26;nan;nan
Calle 2081;30;41;31;41;26;nan;nan
Calle 2082;31;41;32;41;26;nan;nan
Calle 2083;32;41;33;41;26;nan;nan
Calle 2084;33;41;34;41;26;nan;nan
Calle 2085;34;41;35;41;26;nan;nan
Calle 2086;35;41;36;41;26;nan;nan
Calle 2087;36;41;37;41;26;nan;nan
Calle 2088;37;41;38;41;26;nan;nan
Calle 2089;38;41;39;41;26;nan;nan
Calle 2090;39;41;40;41;26;nan;nan
Calle 2091;40;41;41;41;26;nan;nan
Calle 2092;41;41;42;41;26;nan;nan
Calle 2093;42;41;43;41;26;nan;nan
Calle 2094;43;41;44;41;26;nan;nan
Calle 2095;44;41;45;41;26;nan;nan
Calle 2096;45;41;46;41;26;nan;nan
Calle 2097;46;41;47;41;26;nan;nan
Calle 2098;47;41;48;41;26;nan;nan
Calle 2099;48;41;49;41;26;nan;nan
Calle 2100;49;41;50;41;26;nan;nan
Calle 2101;0;42;1;42;26;nan;nan
Calle 2102;1;42;2;42;26;nan;nan
Calle 2103;2;42;3;42;26;nan;nan
Calle 2104;3;42;4;42;26;nan;nan
Calle 2105;4;42;5;42;26;nan;nan
Calle 2106;5;42;6;42;26;nan;nan
Calle 2107;6;42;7;42;26;nan;nan
Calle 2108;7;42;8;42;26;nan;nan
Calle 2109;8;42;9;42;26;nan;nan
Calle 2110;9;42;10;42;26;nan;nan
Calle 2111;10;42;11;42;26;nan;nan
Calle 2112;11;42;12;42;26;nan;nan
Calle 2113;12;42;13;42;26;nan;nan
Calle 2114;13;42;14;42;26;nan;nan
Calle 2115;14;42;15;42;26;nan;nan
Calle 2116;15;42;16;42;26;nan;nan
Calle 2117;16;42;17;42;26;nan;nan
Calle 2118;17;42;18;42;26;nan;nan
Calle 2119;18;42;19;42;26;nan;nan
Calle 2120;19;42;20;42;26;nan;nan
Calle 2121;20;42;21;42;26;nan;nan
Calle 2122;21;42;22;42;26;nan;nan
Calle 2123;22;42;23;42;26;nan;nan
Calle 2124;23;42;24;42;26;nan;nan
Calle 2125;24;42;25;42;26;nan;nan
Calle 2126;25;42;26;42;26;nan;nan
Calle 2127;26;42;27;42;26;nan;nan
Calle 2128;27;42;28;42;26;nan;nan
Calle 2129;28;42;29;42;26;nan;nan
Calle 2130;29;42;30;42;26;nan;nan
Calle 2131;30;42;31;42;26;nan;nan
Calle 2132;31;42;32;42;26;nan;nan
Calle 2133;32;42;33;42;26;nan;nan
Calle 2134;33;42;34;42;26;nan;nan
Calle 2135;34;42;35;42;26;nan;nan
Calle 2136;35;42;36;42;26;nan;nan
Calle 2137;36;42;37;42;26;nan;nan
Calle 2138;37;42;38;42;26;nan;nan
Calle 2139;38;42;39;42;26;nan;nan
Calle 2140;39;42;40;42;26;nan;nan
Calle 2141;40;42;41;42;26;nan;nan
Calle 2142;41;42;42;42;26;nan;nan
Calle 2143;42;42;43;42;26;nan;nan
Calle 2144;43;42;44;42;26;nan;nan
Calle 2145;44;42;45;42;26;nan;nan
Calle 2146;45;42;46;42;26;nan;nan
Calle 2147;46;42;47;42;26;nan;nan
Calle 2148;47;42;48;42;26;nan;nan
Calle 2149;48;42;49;42;26;nan;nan
Calle 2150;49;42;50;42;26;nan;nan
Calle 2151;0;43;1;43;26;nan;nan
Calle 2152;1;43;2;43;26;nan;nan
Calle 2153;2;43;3;43;26;nan;nan
Calle 2154;3;43;4;43;26;nan;nan
Calle 2155;4;43;5;43;26;nan;nan
Calle 2156;5;43;6;43;26;nan;nan
Calle 2157;6;43;7;43;26;nan;nan
Calle 2158;7;43;8;43;26;nan;nan
Calle 2159;8;43;9;43;26;nan;nan
Calle 2160;9;43;10;43;26;nan;nan
Calle 2161;10;43;11;43;26;nan;nan
Calle 2162;11;43;12;43;26;nan;nan
Calle 2163;12;43;13;43;26;nan;nan
Calle 2164;13;43;14;43;26;nan;nan
Calle 2165;14;43;15;43;26;nan;nan
Calle 2166;15;43;16;43;26;nan;nan
Calle 2167;16;43;17;43;26;nan;nan
Calle 2168;17;43;18;43;26;nan;nan
Calle 2169;18;43;19;43;26;nan;nan
Calle 2170;19;43;20;43;26;nan;nan
Calle 2171;20;43;21;43;26;nan;nan
Calle 2172;21;43;22;43;26;nan;nan
Calle 2173;22;43;23;43;26;nan;nan
Calle 2174;23;43;24;43;26;nan;nan
Calle 2175;24;43;25;43;26;nan;nan
Calle 2176;25;43;26;43;26;nan;nan
Calle 2177;26;43;27;43;26;nan;nan
Calle 2178;27;43;28;43;26;nan;nan
Calle 2179;28;43;29;43;26;nan;nan
Calle 2180;29;43;30;43;26;nan;nan
Calle 2181;30;43;31;43;26;nan;nan
Calle 2182;31;43;32;43;26;nan;nan
Calle 2183;32;43;33;43;26;nan;nan
Calle 2184;33;43;34;43;26;nan;nan
Calle 2185;34;43;35;43;26;nan;nan
Calle 2186;35;43;36;43;26;nan;nan
Calle 2187;36;43;37;43;26;nan;nan
Calle 2188;37;43;38;43;26;nan;nan
Calle 2189;38;43;39;43;26;nan;nan
Calle 2190;39;43;40;43;26;nan;nan
Calle 2191;40;43;41;43;26;nan;nan
Calle 2192;41;43;42;43;26;nan;nan
Calle 2193;42;43;43;43;26;nan;nan
Calle 2194;43;43;44;43;26;nan;nan
Calle 2195;44;43;45;43;26;nan;nan
Calle 2196;45;43;46;43;26;nan;nan
Calle 2197;46;43;47;43;26;nan;nan
Calle 2198;47;43;48;43;26;nan;nan
Calle 2199;48;43;49;43;26;nan;nan
Calle 2200;49;43;50;43;26;nan;nan
Calle 2201;0;44;1;44;26;nan;nan
Calle 2202;1;44;2;44;26;nan;nan
Calle 2203;2;44;3;44;26;nan;nan
Calle 2204;3;44;4;44;26;nan;nan
Calle 2205;4;44;5;44;26;nan;nan
Calle 2206;5;44;6;44;26;nan;nan
Calle 2207;6;44;7;44;26;nan;nan
Calle 2208;7;44;8;44;26;nan;nan
Calle 2209;8;44;9;44;26;nan;nan
Calle 2210;9;44;10;44;26;nan;nan
Calle 2211;10;44;11;44;26;nan;nan
Calle 2212;11;44;12;44;26;nan;nan
Calle 2213;12;44;13;44;26;nan;nan
Calle 2214;13;44;14;44;26;nan;nan
Calle 2215;14;44;15;44;26;nan;nan
Calle 2216;15;44;16;44;26;nan;nan
Calle 2217;16;44;17;44;26;nan;nan
Calle 2218;17;44;18;44;26;nan;nan
Calle 2219;18;44;19;44;26;nan;nan
Calle 2220;19;44;20;44;26;nan;nan
Calle 2221;20;44;21;44;26;nan;nan
Calle 2222;21;44;22;44;26;nan;nan
Calle 2223;22;44;23;44;26;nan;nan
Calle 2224;23;44;24;44;26;nan;nan
Calle 2225;24;44;25;44;26;nan;nan
Calle 2226;25;44;26;44;26;nan;nan
Calle 2227;26;44;27;44;26;nan;nan
Calle 2228;27;44;28;44;26;nan;nan
Calle 2229;28;44;29;44;26;nan;nan
Calle 2230;29;44;30;44;26;nan;nan
Calle 2231;30;44;31;44;26;nan;nan
Calle 2232;31;44;32;44;26;nan;nan
Calle 2233;32;44;33;44;26;nan;nan
Calle 2234;33;44;34;44;26;nan;nan
Calle 2235;34;44;35;44;26;nan;nan
Calle 2236;35;44;36;44;26;nan;nan
Calle 2237;36;44;37;44;26;nan;nan
Calle 2238;37;44;38;44;26;nan;nan
Calle 2239;38;44;39;44;26;nan;nan
Calle 2240;39;44;40;44;26;nan;nan
Calle 2241;40;44;41;44;26;nan;nan
Calle 2242;41;44;42;44;26;nan;nan
Calle 2243;42;44;43;44;26;nan;nan
Calle 2244;43;44;44;44;26;nan;nan
Calle 2245;44;44;45;44;26;nan;nan
Calle 2246;45;44;46;44;26;nan;nan
Calle 2247;46;44;47;44;26;nan;nan
Calle 2248;47;44;48;44;26;nan;nan
Calle 2249;48;44;49;44;26;nan;nan
Calle 2250;49;44;50;44;26;nan;nan
Calle 2251;0;45;1;45;26;nan;nan
Calle 2252;1;45;2;45;26;nan;nan
Calle 2253;2;45;3;45;26;nan;nan
Calle 2254;3;45;4;45;26;nan;nan
Calle 2255;4;45;5;45;26;nan;nan
Calle 2256;5;45;6;45;26;nan;nan
Calle 2257;6;45;7;45;26;nan;nan
Calle 2258;7;45;8;45;26;nan;nan
Calle 2259;8;45;9;45;26;nan;nan
Calle 2260;9;45;10;45;26;nan;nan
Calle 2261;10;45;11;45;26;nan;nan
Calle 2262;11;45;12;45;26;nan;nan
Calle 2263;12;45;13;45;26;nan;nan
Calle 2264;13;45;14;45;26;nan;nan
Calle 2265;14;45;15;45;26;nan;nan
Calle 2266;15;45;16;45;26;nan;nan
Calle 2267;16;45;17;45;26;nan;nan
Calle 2268;17;45;18;45;26;nan;nan
Calle 2269;18;45;19;45;26;nan;nan
Calle 2270;19;45;20;45;26;nan;nan
Calle 2271;20;45;21;45;26;nan;nan
Calle 2272;21;45;22;45;26;nan;nan
Calle 2273;22;45;23;45;26;nan;nan
Calle 2274;23;45;24;45;26;nan;nan
Calle 2275;24;45;25;45;26;nan;nan
Calle 2276;25;45;26;45;26;nan;nan
Calle 2277;26;45;27;45;26;nan;nan
Calle 2278;27;45;28;45;26;nan;nan
Calle 2279;28;45;29;45;26;nan;nan
Calle 2280;29;45;30;45;26;nan;nan
Calle 2281;30;45;31;45;26;nan;nan
Calle 2282;31;45;32;45;26;nan;nan
Calle 2283;32;45;33;45;26;nan;nan
Calle 2284;33;45;34;45;26;nan;nan
Calle 2285;34;45;35;45;26;nan;nan
Calle 2286;35;45;36;45;26;nan;nan
Calle 2287;36;45;37;45;26;nan;nan
Calle 2288;37;45;38;45;26;nan;nan
Calle 2289;38;45;39;45;26;nan;nan
Calle 2290;39;45;40;45;26;nan;nan
Calle 2291;40;45;41;45;26;nan;nan
Calle 2292;41;45;42;45;26;nan;nan
Calle 2293;42;45;43;45;26;nan;nan
Calle 2294;43;45;44;45;26;nan;nan
Calle 2295;44;45;45;45;26;nan;nan
Calle 2296;45;45;46;45;26;nan;nan
Calle 2297;46;45;47;45;26;nan;nan
Calle 2298;47;45;48;45;26;nan;nan
Calle 2299;48;45;49;45;26;nan;nan
Calle 2300;49;45;50;45;26;nan;nan
Calle 2301;0;46;1;46;26;nan;nan
Calle 2302;1;46;2;46;26;nan;nan
Calle 2303;2;46;3;46;26;nan;nan
Calle 2304;3;46;4;46;26;nan;nan
Calle 2305;4;46;5;46;26;nan;nan
Calle 2306;5;46;6;46;26;nan;nan
Calle 2307;6;46;7;46;26;nan;nan
Calle 2308;7;46;8;46;26;nan;nan
Calle 2309;8;46;9;46;26;nan;nan
Calle 2310;9;46;10;46;26;nan;nan
Calle 2311;10;46;11;46;26;nan;nan
Calle 2312;11;46;12;46;26;nan;nan
Calle 2313;12;46;13;46;26;nan;nan
Calle 2314;13;46;14;46;26;nan;nan
Calle 2315;14;46;15;46;26;nan;nan
Calle 2316;15;46;16;46;26;nan;nan
Calle 2317;16;46;17;46;26;nan;nan
Calle 2318;17;46;18;46;26;nan;nan
Calle 2319;18;46;19;46;26;nan;nan
Calle 2320;19;46;20;46;26;nan;nan
Calle 2321;20;46;21;46;26;nan;nan
Calle 2322;21;46;22;46;26;nan;nan
Calle 2323;22;46;23;46;26;nan;nan
Calle 2324;23;46;24;46;26;nan;nan
Calle 2325;24;46;25;46;26;nan;nan
Calle 2326;25;46;26;46;26;nan;nan
Calle 2327;26;46;27;46;26;nan;nan
Calle 2328;27;46;28;46;26;nan;nan
Calle 2329;28;46;29;46;26;nan;nan
Calle 2330;29;46;30;46;26;nan;nan
Calle 2331;30;46;31;46;26;nan;nan
Calle 2332;31;46;32;46;26;nan;nan
Calle 2333;32;46;33;46;26;nan;nan
Calle 2334;33;46;34;46;26;nan;nan
Calle 2335;34;46;35;46;26;nan;nan
Calle 2336;35;46;36;46;26;nan;nan
Calle 2337;36;46;37;46;26;nan;nan
Calle 2338;37;46;38;46;26;nan;nan
Calle 2339;38;46;39;46;26;nan;nan
Calle 2340;39;46;40;46;26;nan;nan
Calle 2341;40;46;41;46;26;nan;nan
Calle 2342;41;46;42;46;26;nan;nan
Calle 2343;42;46;43;46;26;nan;nan
Calle 2344;43;46;44;46;26;nan;nan
Calle 2345;44;46;45;46;26;nan;nan
Calle 2346;45;46;46;46;26;nan;nan
Calle 2347;46;46;47;46;26;nan;nan
Calle 2348;47;46;48;46;26;nan;nan
Calle 2349;48;46;49;46;26;nan;nan
Calle 2350;49;46;50;46;26;nan;nan
Calle 2351;0;47;1;47;26;nan;nan
Calle 2352;1;47;2;47;26;nan;nan
Calle 2353;2;47;3;47;26;nan;nan
Calle 2354;3;47;4;47;26;nan;nan
Calle 2355;4;47;5;47;26;nan;nan
Calle 2356;5;47;6;47;26;nan;nan
Calle 2357;6;47;7;47;26;nan;nan
Calle 2358;7;47;8;47;26;nan;nan
Calle 2359;8;47;9;47;26;nan;nan
Calle 2360;9;47;10;47;26;nan;nan
Calle 2361;10;47;11;47;26;nan;nan
Calle 2362;11;47;12;47;26;nan;nan
Calle 2363;12;47;13;47;26;nan;nan
Calle 2364;13;47;14;47;26;nan;nan
Calle 2365;14;47;15;47;26;nan;nan
Calle 2366;15;47;16;47;26;nan;nan
Calle 2367;16;47;17;47;26;nan;nan
Calle 2368;17;47;18;47;26;nan;nan
Calle 2369;18;47;19;47;26;nan;nan
Calle 2370;19;47;20;47;26;nan;nan
Calle 2371;20;47;21;47;26;nan;nan
Calle 2372;21;47;22;47;26;nan;nan
Calle 2373;22;47;23;47;26;nan;nan
Calle 2374;23;47;24;47;26;nan;nan
Calle 2375;24;47;25;47;26;nan;nan
Calle 2376;25;47;26;47;26;nan;nan
Calle 2377;26;47;27;47;26;nan;nan
Calle 2378;27;47;28;47;26;nan;nan
Calle 2379;28;47;29;47;26;nan;nan
Calle 2380;29;47;30;47;26;nan;nan
Calle 2381;30;47;31;47;26;nan;nan
Calle 2382;31;47;32;47;26;nan;nan
Calle 2383;32;47;33;47;26;nan;nan
Calle 2384;33;47;34;47;26;nan;nan
Calle 2385;34;47;35;47;26;nan;nan
Calle 2386;35;47;36;47;26;nan;nan
Calle 2387;36;47;37;47;26;nan;nan
Calle 2388;37;47;38;47;26;nan;nan
Calle 2389;38;47;39;47;26;nan;nan
Calle 2390;39;47;40;47;26;nan;nan
Calle 2391;40;47;41;47;26;nan;nan
Calle 2392;41;47;42;47;26;nan;nan
Calle 2393;42;47;43;47;26;nan;nan
Calle 2394;43;47;44;47;26;nan;nan
Calle 2395;44;47;45;47;26;nan;nan
Calle 2396;45;47;46;47;26;nan;nan
Calle 2397;46;47;47;47;26;nan;nan
Calle 2398;47;47;48;47;26;nan;nan
Calle 2399;48;47;49;47;26;nan;nan
Calle 2400;49;47;50;47;26;nan;nan
Calle 2401;0;48;1;48;26;nan;nan
Calle 2402;1;48;2;48;26;nan;nan
Calle 2403;2;48;3;48;26;nan;nan
Calle 2404;3;48;4;48;26;nan;nan
Calle 2405;4;48;5;48;26;nan;nan
Calle 2406;5;48;6;48;26;nan;nan
Calle 2407;6;48;7;48;26;nan;nan
Calle 2408;7;48;8;48;26;nan;nan
Calle 2409;8;48;9;48;26;nan;nan
Calle 2410;9;48;10;48;26;nan;nan
Calle 2411;10;48;11;48;26;nan;nan
Calle 2412;11;48;12;48;26;nan;nan
Calle 2413;12;48;13;48;26;nan;nan
Calle 2414;13;48;14;48;26;nan;nan
Calle 2415;14;48;15;48;26;nan;nan
Calle 2416;15;48;16;48;26;nan;nan
Calle 2417;16;48;17;48;26;nan;nan
Calle 2418;17;48;18;48;26;nan;nan
Calle 2419;18;48;19;48;26;nan;nan
Calle 2420;19;48;20;48;26;nan;nan
Calle 2421;20;48;21;48;26;nan;nan
Calle 2422;21;48;22;48;26;nan;nan
Calle 2423;22;48;23;48;26;nan;nan
Calle 2424;23;48;24;48;26;nan;nan
Calle 2425;24;48;25;48;26;nan;nan
Calle 2426;25;48;26;48;26;nan;nan
Calle 2427;26;48;27;48;26;nan;nan
Calle 2428;27;48;28;48;26;nan;nan
Calle 2429;28;48;29;48;26;nan;nan
Calle 2430;29;48;30;48;26;nan;nan
Calle 2431;30;48;31;48;26;nan;nan
Calle 2432;31;48;32;48;26;nan;nan
Calle 2433;32;48;33;48;26;nan;nan
Calle 2434;33;48;34;48;26;nan;nan
Calle 2435;34;48;35;48;26;nan;nan
Calle 2436;35;48;36;48;26;nan;nan
Calle 2437;36;48;37;48;26;nan;nan
Calle 2438;37;48;38;48;26;nan;nan
Calle 2439;38;48;39;48;26;nan;nan
Calle 2440;39;48;40;48;26;nan;nan
Calle 2441;40;48;41;48;26;nan;nan
Calle 2442;41;48;42;48;26;nan;nan
Calle 2443;42;48;43;48;26;nan;nan
Calle 2444;43;48;44;48;26;nan;nan
Calle 2445;44;48;45;48;26;nan;nan
Calle 2446;45;48;46;48;26;nan;nan
Calle 2447;46;48;47;48;26;nan;nan
Calle 2448;47;48;48;48;26;nan;nan
Calle 2449;48;48;49;48;26;nan;nan
Calle 2450;49;48;50;48;26;nan;nan
Calle 2451;0;49;1;49;26;nan;nan
Calle 2452;1;49;2;49;26;nan;nan
Calle 2453;2;49;3;49;26;nan;nan
Calle 2454;3;49;4;49;26;nan;nan
Calle 2455;4;49;5;49;26;nan;nan
Calle 2456;5;49;6;49;26;nan;nan
Calle 2457;6;49;7;49;26;nan;nan
Calle 2458;7;49;8;49;26;nan;nan
Calle 2459;8;49;9;49;26;nan;nan
Calle 2460;9;49;10;49;26;nan;nan
Calle 2461;10;49;11;49;26;nan;nan
Calle 2462;11;49;12;49;26;nan;nan
Calle 2463;12;49;13;49;26;nan;nan
Calle 2464;13;49;14;49;26;nan;nan
Calle 2465;14;49;15;49;26;nan;nan
Calle 2466;15;49;16;49;26;nan;nan
Calle 2467;16;49;17;49;26;nan;nan
Calle 2468;17;49;18;49;26;nan;nan
Calle 2469;18;49;19;49;26;nan;nan
Calle 2470;19;49;20;49;26;nan;nan
Calle 2471;20;49;21;49;26;nan;nan
Calle 2472;21;49;22;49;26;nan;nan
Calle 2473;22;49;23;49;26;nan;nan
Calle 2474;23;49;24;49;26;nan;nan
Calle 2475;24;49;25;49;26;nan;nan
Calle 2476;25;49;26;49;26;nan;nan
Calle 2477;26;49;27;49;26;nan;nan
Calle 2478;27;49;28;49;26;nan;nan
Calle 2479;28;49;29;49;26;nan;nan
Calle 2480;29;49;30;49;26;nan;nan
Calle 2481;30;49;31;49;26;nan;nan
Calle 2482;31;49;32;49;26;nan;nan
Calle 2483;32;49;33;49;26;nan;nan
Calle 2484;33;49;34;49;26;nan;nan
Calle 2485;34;49;35;49;26;nan;nan
Calle 2486;35;49;36;49;26;nan;nan
Calle 2487;36;49;37;49;26;nan;nan
Calle 2488;37;49;38;49;26;nan;nan
Calle 2489;38;49;39;49;26;nan;nan
Calle 2490;39;49;40;49;26;nan;nan
Calle 2491;40;49;41;49;26;nan;nan
Calle 2492;41;49;42;49;26;nan;nan
Calle 2493;42;49;43;49;26;nan;nan
Calle 2494;43;49;44;49;26;nan;nan
Calle 2495;44;49;45;49;26;nan;nan
Calle 2496;45;49;46;49;26;nan;nan
Calle 2497;46;49;47;49;26;nan;nan
Calle 2498;47;49;48;49;26;nan;nan
Calle 2499;48;49;49;49;26;nan;nan
Calle 2500;49;49;50;49;26;nan;nan
Calle 2501;0;50;1;50;26;nan;nan
Calle 2502;1;50;2;50;26;nan;nan
Calle 2503;2;50;3;50;26;nan;nan
Calle 2504;3;50;4;50;26;nan;nan
Calle 2505;4;50;5;50;26;nan;nan
Calle 2506;5;50;6;50;26;nan;nan
Calle 2507;6;50;7;50;26;nan;nan
Calle 2508;7;50;8;50;26;nan;nan
Calle 2509;8;50;9;50;26;nan;nan
Calle 2510;9;50;10;50;26;nan;nan
Calle 2511;10;50;11;50;26;nan;nan
Calle 2512;11;50;12;50;26;nan;nan
Calle 2513;12;50;13;50;26;nan;nan
Calle 2514;13;50;14;50;26;nan;nan
Calle 2515;14;50;15;50;26;nan;nan
Calle 2516;15;50;16;50;26;nan;nan
Calle 2517;16;50;17;50;26;nan;nan
Calle 2518;17;50;18;50;26;nan;nan
Calle 2519;18;50;19;50;26;nan;nan
Calle 2520;19;50;20;50;26;nan;nan
Calle 2521;20;50;21;50;26;nan;nan
Calle 2522;21;50;22;50;26;nan;nan
Calle 2523;22;50;23;50;26;nan;nan
Calle 2524;23;50;24;50;26;nan;nan
Calle 2525;24;50;25;50;26;nan;nan
Calle 2526;25;50;26;50;26;nan;nan
Calle 2527;26;50;27;50;26;nan;nan
Calle 2528;27;50;28;50;26;nan;nan
Calle 2529;28;50;29;50;26;nan;nan
Calle 2530;29;50;30;50;26;nan;nan
Calle 2531;30;50;31;50;26;nan;nan
Calle 2532;31;50;32;50;26;nan;nan
Calle 2533;32;50;33;50;26;nan;nan
Calle 2534;33;50;34;50;26;nan;nan
Calle 2535;34;50;35;50;26;nan;nan
Calle 2536;35;50;36;50;26;nan;nan
Calle 2537;36;50;37;50;26;nan;nan
Calle 2538;37;50;38;50;26;nan;nan
Calle 2539;38;50;39;50;26;nan;nan
Calle 2540;39;50;40;50;26;nan;nan
Calle 2541;40;50;41;50;26;nan;nan
Calle 2542;41;50;42;50;26;nan;nan
Calle 2543;42;50;43;50;26;nan;nan
Calle 2544;43;50;44;50;26;nan;nan
Calle 2545;44;50;45;50;26;nan;nan
Calle 2546;45;50;46;50;26;nan;nan
Calle 2547;46;50;47;50;26;nan;nan
Calle 2548;47;50;48;50;26;nan;nan
Calle 2549;48;50;49;50;26;nan;nan
Calle 2550;49;50;50;50;26;nan;nan
Calle 2551;0;51;1;51;26;nan;nan
Calle 2552;1;51;2;51;26;nan;nan
Calle 2553;2;51;3;51;26;nan;nan
Calle 2554;3;51;4;51;26;nan;nan
Calle 2555;4;51;5;51;26;nan;nan
Calle 2556;5;51;6;51;26;nan;nan
Calle 2557;6;51;7;51;26;nan;nan
Calle 2558;7;51;8;51;26;nan;nan
Calle 2559;8;51;9;51;26;nan;nan
Calle 2560;9;51;10;51;26;nan;nan
Calle 2561;10;51;11;51;26;nan;nan
Calle 2562;11;51;12;51;26;nan;nan
Calle 2563;12;51;13;51;26;nan;nan
Calle 2564;13;51;14;51;26;nan;nan
Calle 2565;14;51;15;51;26;nan;nan
Calle 2566;15;51;16;51;26;nan;nan
Calle 2567;16;51;17;51;26;nan;nan
Calle 2568;17;51;18;51;26;nan;nan
Calle 2569;18;51;19;51;26;nan;nan
Calle 2570;19;51;20;51;26;nan;nan
Calle 2571;20;51;21;51;26;nan;nan
Calle 2572;21;51;22;51;26;nan;nan
Calle 2573;22;51;23;51;26;nan;nan
Calle 2574;23;51;24;51;26;nan;nan
Calle 2575;24;51;25;51;26;nan;nan
Calle 2576;25;51;26;51;26;nan;nan
Calle 2577;26;51;27;51;26;nan;nan
Calle 2578;27;51;28;51;26;nan;nan
Calle 2579;28;51;29;51;26;nan;nan
Calle 2580;29;51;30;51;26;nan;nan
Calle 2581;30;51;31;51;26;nan;nan
Calle 2582;31;51;32;51;26;nan;nan
Calle 2583;32;51;33;51;26;nan;nan
Calle 2584;33;51;34;51;26;nan;nan
Calle 2585;34;51;35;51;26;nan;nan
Calle 2586;35;51;36;51;26;nan;nan
Calle 2587;36;51;37;51;26;nan;nan
Calle 2588;37;51;38;51;26;nan;nan
Calle 2589;38;51;39;51;26;nan;nan
Calle 2590;39;51;40;51;26;nan;nan
Calle 2591;40;51;41;51;26;nan;nan
Calle 2592;41;51;42;51;26;nan;nan
Calle 2593;42;51;43;51;26;nan;nan
Calle 2594;43;51;44;51;26;nan;nan
Calle 2595;44;51;45;51;26;nan;nan
Calle 2596;45;51;46;51;26;nan;nan
Calle 2597;46;51;47;51;26;nan;nan
Calle 2598;47;51;48;51;26;nan;nan
Calle 2599;48;51;49;51;26;nan;nan
Calle 2600;49;51;50;51;26;nan;nan
Calle 2601;0;52;1;52;26;nan;nan
Calle 2602;1;52;2;52;26;nan;nan
Calle 2603;2;52;3;52;26;nan;nan
Calle 2604;3;52;4;52;26;nan;nan
Calle 2605;4;52;5;52;26;nan;nan
Calle 2606;5;52;6;52;26;nan;nan
Calle 2607;6;52;7;52;26;nan;nan
Calle 2608;7;52;8;52;26;nan;nan
Calle 2609;8;52;9;52;26;nan;nan
Calle 2610;9;52;10;52;26;nan;nan
Calle 2611;10;52;11;52;26;nan;nan
Calle 2612;11;52;12;52;26;nan;nan
Calle 2613;12;52;13;52;26;nan;nan
Calle 2614;13;52;14;52;26;nan;nan
Calle 2615;14;52;15;52;26;nan;nan
Calle 2616;15;52;16;52;26;nan;nan
Calle 2617;16;52;17;52;26;nan;nan
Calle 2618;17;52;18;52;26;nan;nan
Calle 2619;18;52;19;52;26;nan;nan
Calle 2620;19;52;20;52;26;nan;nan
Calle 2621;20;52;21;52;26;nan;nan
Calle 2622;21;52;22;52;26;nan;nan
Calle 2623;22;52;23;52;26;nan;nan
Calle 2624;23;52;24;52;26;nan;nan
Calle 2625;24;52;25;52;26;nan;nan
Calle 2626;25;52;26;52;26;nan;nan
Calle 2627;26;52;27;52;26;nan;nan
Calle 2628;27;52;28;52;26;nan;nan
Calle 2629;28;52;29;52;26;nan;nan
Calle 2630;29;52;30;52;26;nan;nan
Calle 2631;30;52;31;52;26;nan;nan
Calle 2632;31;52;32;52;26;nan;nan
Calle 2633;32;52;33;52;26;nan;nan
Calle 2634;33;52;34;52;26;nan;nan
Calle 2635;34;52;35;52;26;nan;nan
Calle 2636;35;52;36;52;26;nan;nan
Calle 2637;36;52;37;52;26;nan;nan
Calle 2638;37;52;38;52;26;nan;nan
Calle 2639;38;52;39;52;26;nan;nan
Calle 2640;39;52;40;52;26;nan;nan
Calle 2641;40;52;41;52;26;nan;nan
